bn_id,person_label,position_label,organised_label,of_label,organised,of,organisation,position,work,start_time,end_time,point_in_time,precision_end_time,precision_start_time,precision_point_in_time,year_start_time,year_end_time,year_point_in_time,start_date,year1,decade,end_date,precision,is_mm,personLabel,person,statements,bn_dob,bn_dod,bn_dob_yr,bn_dod_yr,n_ext,organisation_ext,m,d,nice_date,s
Q569,Margaret Alice Murray,Lecturer (Extension),Deal extension centre,,Q3933,,Deal extension centre,Q3021,P17,1923-10-01T00:00:00Z,,,,10,,1923,,,1923-10-01T00:00:00Z,1923,1920,1923-10-01T00:00:00Z,10,MM,Margaret Alice Murray,https://beyond-notability.wikibase.cloud/entity/Q569,157,1863-07-13T00:00:00Z,1963-11-13T00:00:00Z,1863,1963,1,Other extension centres,October,1,October 1923,Q569-9f8cc079-4831-6b2f-a6cb-4a190ce83e9d
Q569,Margaret Alice Murray,Lecturer (Extension),Faversham extension centre,,Q3932,,Faversham extension centre,Q3021,P17,1923-10-01T00:00:00Z,,,,10,,1923,,,1923-10-01T00:00:00Z,1923,1920,1923-10-01T00:00:00Z,10,MM,Margaret Alice Murray,https://beyond-notability.wikibase.cloud/entity/Q569,157,1863-07-13T00:00:00Z,1963-11-13T00:00:00Z,1863,1963,1,Other extension centres,October,1,October 1923,Q569-b279cccd-4939-ff6f-bce7-f9cfbba54ec0
Q569,Margaret Alice Murray,Lecturer (Extension),Edmonton Extension Centre,,Q3031,,Edmonton Extension Centre,Q3021,P17,1924-01-01T00:00:00Z,1925-01-01T00:00:00Z,,9,9,,1924,1925,,1924-01-01T00:00:00Z,1924,1920,1925-01-01T00:00:00Z,9,MM,Margaret Alice Murray,https://beyond-notability.wikibase.cloud/entity/Q569,157,1863-07-13T00:00:00Z,1963-11-13T00:00:00Z,1863,1963,2,Edmonton Extension Centre,January,1,1924,Q569-9a2e2d07-4991-0ea5-7b54-00881c9ce49b
Q569,Margaret Alice Murray,Lecturer (Extension),Leamington extension centre,,Q3935,,Leamington extension centre,Q3021,P17,1925-10-01T00:00:00Z,,,,10,,1925,,,1925-10-01T00:00:00Z,1925,1920,1925-10-01T00:00:00Z,10,MM,Margaret Alice Murray,https://beyond-notability.wikibase.cloud/entity/Q569,157,1863-07-13T00:00:00Z,1963-11-13T00:00:00Z,1863,1963,1,Other extension centres,October,1,October 1925,Q569-19158a99-4319-1144-dc79-302774e9d3d4
Q569,Margaret Alice Murray,Lecturer (Extension),Taunton extension centre,,Q3936,,Taunton extension centre,Q3021,P17,1925-10-01T00:00:00Z,,,,10,,1925,,,1925-10-01T00:00:00Z,1925,1920,1925-10-01T00:00:00Z,10,MM,Margaret Alice Murray,https://beyond-notability.wikibase.cloud/entity/Q569,157,1863-07-13T00:00:00Z,1963-11-13T00:00:00Z,1863,1963,1,Other extension centres,October,1,October 1925,Q569-a353f858-44b7-7681-4ce1-fa078ce02f28
Q569,Margaret Alice Murray,Lecturer (Extension),Glastonbury and Street extension centre,,Q3937,,Glastonbury and Street extension centre,Q3021,P17,1925-10-01T00:00:00Z,,,,10,,1925,,,1925-10-01T00:00:00Z,1925,1920,1925-10-01T00:00:00Z,10,MM,Margaret Alice Murray,https://beyond-notability.wikibase.cloud/entity/Q569,157,1863-07-13T00:00:00Z,1963-11-13T00:00:00Z,1863,1963,1,Other extension centres,October,1,October 1925,Q569-ddedb057-48c9-d313-45a0-304c89943dc3
Q569,Margaret Alice Murray,Lecturer (Extension),New Cross Extension Centre,,Q3034,,New Cross Extension Centre,Q3021,P17,1926-01-01T00:00:00Z,1927-01-01T00:00:00Z,,9,9,,1926,1927,,1926-01-01T00:00:00Z,1926,1920,1927-01-01T00:00:00Z,9,MM,Margaret Alice Murray,https://beyond-notability.wikibase.cloud/entity/Q569,157,1863-07-13T00:00:00Z,1963-11-13T00:00:00Z,1863,1963,1,Other extension centres,January,1,1926,Q569-e6e04975-4ff9-db10-6381-e50ac871767d
Q569,Margaret Alice Murray,Lecturer (Extension),Chesterfield extension centre,,Q3983,,Chesterfield extension centre,Q3021,P17,1928-10-01T00:00:00Z,,,,10,,1928,,,1928-10-01T00:00:00Z,1928,1920,1928-10-01T00:00:00Z,10,MM,Margaret Alice Murray,https://beyond-notability.wikibase.cloud/entity/Q569,157,1863-07-13T00:00:00Z,1963-11-13T00:00:00Z,1863,1963,1,Other extension centres,October,1,October 1928,Q569-826e951a-4b61-b608-c0ba-09db583f92e8
Q569,Margaret Alice Murray,Lecturer (Extension),Bromley extension centre,,Q3984,,Bromley extension centre,Q3021,P17,1928-10-01T00:00:00Z,,,,10,,1928,,,1928-10-01T00:00:00Z,1928,1920,1928-10-01T00:00:00Z,10,MM,Margaret Alice Murray,https://beyond-notability.wikibase.cloud/entity/Q569,157,1863-07-13T00:00:00Z,1963-11-13T00:00:00Z,1863,1963,1,Other extension centres,October,1,October 1928,Q569-e97014a1-4aef-90e4-efa3-4473af0c9d93
Q569,Margaret Alice Murray,Lecturer (Extension),Haslemere extension centre,,Q3985,,Haslemere extension centre,Q3021,P17,1930-10-01T00:00:00Z,,,,10,,1930,,,1930-10-01T00:00:00Z,1930,1930,1930-10-01T00:00:00Z,10,MM,Margaret Alice Murray,https://beyond-notability.wikibase.cloud/entity/Q569,157,1863-07-13T00:00:00Z,1963-11-13T00:00:00Z,1863,1963,1,Other extension centres,October,1,October 1930,Q569-2b7fec42-4989-d662-3848-0e4ae9c77aa6
Q569,Margaret Alice Murray,Lecturer (Extension),Barnet Extension Centre,,Q3035,,Barnet Extension Centre,Q3021,P17,1932-01-01T00:00:00Z,,,,9,,1932,,,1932-01-01T00:00:00Z,1932,1930,1932-01-01T00:00:00Z,9,MM,Margaret Alice Murray,https://beyond-notability.wikibase.cloud/entity/Q569,157,1863-07-13T00:00:00Z,1963-11-13T00:00:00Z,1863,1963,1,Other extension centres,January,1,1932,Q569-8f44a12b-40a5-eec4-5da1-cb7ef9da5621
Q569,Margaret Alice Murray,Lecturer (Extension),Bournemouth extension centre,,Q3986,,Bournemouth extension centre,Q3021,P17,1934-01-01T00:00:00Z,,,,10,,1934,,,1934-01-01T00:00:00Z,1934,1930,1934-01-01T00:00:00Z,10,MM,Margaret Alice Murray,https://beyond-notability.wikibase.cloud/entity/Q569,157,1863-07-13T00:00:00Z,1963-11-13T00:00:00Z,1863,1963,2,Bournemouth extension centre,January,1,January 1934,Q569-a31d8a5e-4bf2-fbc5-f81f-e649099e1df5
Q569,Margaret Alice Murray,Lecturer (Extension),Bournemouth extension centre,,Q3986,,Bournemouth extension centre,Q3021,P17,1939-01-01T00:00:00Z,,,,10,,1939,,,1939-01-01T00:00:00Z,1939,1930,1939-01-01T00:00:00Z,10,MM,Margaret Alice Murray,https://beyond-notability.wikibase.cloud/entity/Q569,157,1863-07-13T00:00:00Z,1963-11-13T00:00:00Z,1863,1963,2,Bournemouth extension centre,January,1,January 1939,Q569-f6a24cbf-4e35-895a-4389-f8bb9432d66a
Q624,Maria Millington Lathbury Evans,Lecturer (freelance),,,,,none recorded,Q701,P17,1891-10-08T00:00:00Z,,,,11,,1891,,,1891-10-08T00:00:00Z,1891,1890,1891-10-08T00:00:00Z,11,other,Maria Millington Lathbury Evans,https://beyond-notability.wikibase.cloud/entity/Q624,66,1856-12-04T00:00:00Z,1944-01-01T00:00:00Z,1856,1944,82,none recorded,October,8,8 October 1891,Q624-f2d8aa13-4af9-e983-4230-21a936e907b5
Q624,Maria Millington Lathbury Evans,Lecturer (Extension),Chelsea Centre for University Extension,,Q2509,,Chelsea Centre for University Extension,Q3021,P17,1892-01-19T00:00:00Z,,,,11,,1892,,,1892-01-19T00:00:00Z,1892,1890,1892-01-19T00:00:00Z,11,other,Maria Millington Lathbury Evans,https://beyond-notability.wikibase.cloud/entity/Q624,66,1856-12-04T00:00:00Z,1944-01-01T00:00:00Z,1856,1944,8,Chelsea Centre for University Extension,January,19,19 January 1892,Q624-add6bc31-4ae6-a9e3-d383-e0af2dfba366
Q624,Maria Millington Lathbury Evans,Lecturer (freelance),,,,,none recorded,Q701,P17,1892-01-28T00:00:00Z,,,,11,,1892,,,1892-01-28T00:00:00Z,1892,1890,1892-01-28T00:00:00Z,11,other,Maria Millington Lathbury Evans,https://beyond-notability.wikibase.cloud/entity/Q624,66,1856-12-04T00:00:00Z,1944-01-01T00:00:00Z,1856,1944,82,none recorded,January,28,28 January 1892,Q624-986c7b79-4b3c-aa93-64ed-584a701517a6
Q812,Mary Brodrick,Lecturer (freelance),,,,,none recorded,Q701,P17,1888-12-01T00:00:00Z,,,,10,,1888,,,1888-12-01T00:00:00Z,1888,1880,1888-12-01T00:00:00Z,10,other,Mary Brodrick,https://beyond-notability.wikibase.cloud/entity/Q812,46,1858-01-01T00:00:00Z,1933-07-13T00:00:00Z,1858,1933,82,none recorded,December,1,December 1888,Q812-ec83b06e-4a13-9c23-47af-43d588810f58
Q812,Mary Brodrick,Lecturer (freelance),,Universities' Settlement in East London,,Q2379,Universities' Settlement in East London,Q701,P17,1889-01-01T00:00:00Z,1890-01-01T00:00:00Z,,9,9,,1889,1890,,1889-01-01T00:00:00Z,1889,1880,1890-01-01T00:00:00Z,9,other,Mary Brodrick,https://beyond-notability.wikibase.cloud/entity/Q812,46,1858-01-01T00:00:00Z,1933-07-13T00:00:00Z,1858,1933,1,Universities' Settlement in East London,January,1,1889,Q812-4040136f-4157-7772-8eda-4bbf0f1f184e
Q812,Mary Brodrick,Lecturer (freelance),,,,,none recorded,Q701,P17,,,1889-10-01T00:00:00Z,,,10,,,1889,1889-10-01T00:00:00Z,1889,1880,1889-10-01T00:00:00Z,10,other,Mary Brodrick,https://beyond-notability.wikibase.cloud/entity/Q812,46,1858-01-01T00:00:00Z,1933-07-13T00:00:00Z,1858,1933,82,none recorded,October,1,October 1889,Q812-84166fe0-4cd5-63e1-9522-20e99b1c32f5
Q812,Mary Brodrick,Lecturer (freelance),,,,,none recorded,Q701,P17,,,1890-11-01T00:00:00Z,,,10,,,1890,1890-11-01T00:00:00Z,1890,1890,1890-11-01T00:00:00Z,10,other,Mary Brodrick,https://beyond-notability.wikibase.cloud/entity/Q812,46,1858-01-01T00:00:00Z,1933-07-13T00:00:00Z,1858,1933,82,none recorded,November,1,November 1890,Q812-3943483e-4182-f23a-4778-5df587103cd3
Q812,Mary Brodrick,Lecturer (freelance),,,,,none recorded,Q701,P17,,,1890-12-01T00:00:00Z,,,10,,,1890,1890-12-01T00:00:00Z,1890,1890,1890-12-01T00:00:00Z,10,other,Mary Brodrick,https://beyond-notability.wikibase.cloud/entity/Q812,46,1858-01-01T00:00:00Z,1933-07-13T00:00:00Z,1858,1933,82,none recorded,December,1,December 1890,Q812-95eeeb4c-469f-5d7c-0e01-37f1b7818f57
Q812,Mary Brodrick,Lecturer (freelance),,,,,none recorded,Q701,P17,1892-12-02T00:00:00Z,,,,11,,1892,,,1892-12-02T00:00:00Z,1892,1890,1892-12-02T00:00:00Z,11,other,Mary Brodrick,https://beyond-notability.wikibase.cloud/entity/Q812,46,1858-01-01T00:00:00Z,1933-07-13T00:00:00Z,1858,1933,82,none recorded,December,2,2 December 1892,Q812-90768adc-40ac-c6ac-2276-96bb5aefd55f
Q812,Mary Brodrick,Lecturer (freelance),,,,,none recorded,Q701,P17,1893-11-22T00:00:00Z,,,,11,,1893,,,1893-11-22T00:00:00Z,1893,1890,1893-11-22T00:00:00Z,11,other,Mary Brodrick,https://beyond-notability.wikibase.cloud/entity/Q812,46,1858-01-01T00:00:00Z,1933-07-13T00:00:00Z,1858,1933,82,none recorded,November,22,22 November 1893,Q812-af3cbd06-401d-e858-3f72-1001c9a75a50
Q812,Mary Brodrick,Lecturer (freelance),,,,,none recorded,Q701,P17,1894-10-17T00:00:00Z,,,,11,,1894,,,1894-10-17T00:00:00Z,1894,1890,1894-10-17T00:00:00Z,11,other,Mary Brodrick,https://beyond-notability.wikibase.cloud/entity/Q812,46,1858-01-01T00:00:00Z,1933-07-13T00:00:00Z,1858,1933,82,none recorded,October,17,17 October 1894,Q812-16137d53-4b7c-5740-9145-03368a21db82
Q812,Mary Brodrick,Lecturer (freelance),,,,,none recorded,Q701,P17,1894-11-22T00:00:00Z,,,,11,,1894,,,1894-11-22T00:00:00Z,1894,1890,1894-11-22T00:00:00Z,11,other,Mary Brodrick,https://beyond-notability.wikibase.cloud/entity/Q812,46,1858-01-01T00:00:00Z,1933-07-13T00:00:00Z,1858,1933,82,none recorded,November,22,22 November 1894,Q812-ada7cabb-4d83-7835-9fbe-e016cb7a64d9
Q812,Mary Brodrick,Lecturer (freelance),,,,,none recorded,Q701,P17,1895-03-04T00:00:00Z,1895-03-25T00:00:00Z,,11,11,,1895,1895,,1895-03-04T00:00:00Z,1895,1890,1895-03-25T00:00:00Z,11,other,Mary Brodrick,https://beyond-notability.wikibase.cloud/entity/Q812,46,1858-01-01T00:00:00Z,1933-07-13T00:00:00Z,1858,1933,82,none recorded,March,4,4 March 1895,Q812-cffa93a4-4b40-8034-e880-fd38cfde2e26
Q812,Mary Brodrick,Lecturer (freelance),,,,,none recorded,Q701,P17,1895-11-01T00:00:00Z,,,,10,,1895,,,1895-11-01T00:00:00Z,1895,1890,1895-11-01T00:00:00Z,10,other,Mary Brodrick,https://beyond-notability.wikibase.cloud/entity/Q812,46,1858-01-01T00:00:00Z,1933-07-13T00:00:00Z,1858,1933,82,none recorded,November,1,November 1895,Q812-62e300ef-4fae-28da-2bd2-7028516476e0
Q802,Mary Coate,Lecturer (Extension),Charlbury extension centre,,Q4135,,Charlbury extension centre,Q3021,P17,,,1926-01-01T00:00:00Z,,,9,,,1926,1926-01-01T00:00:00Z,1926,1920,1926-01-01T00:00:00Z,9,other,Mary Coate,https://beyond-notability.wikibase.cloud/entity/Q802,25,1886-01-01T00:00:00Z,1973-02-19T00:00:00Z,1886,1973,1,Other extension centres,January,1,1926,Q802-71f4462c-4d7e-108c-ff2e-899ed122dd37
Q802,Mary Coate,Lecturer (Extension),Burford (W.I.) Extension Centre,,Q4132,,Burford (W.I.) Extension Centre,Q3021,P17,,,1926-01-01T00:00:00Z,,,9,,,1926,1926-01-01T00:00:00Z,1926,1920,1926-01-01T00:00:00Z,9,other,Mary Coate,https://beyond-notability.wikibase.cloud/entity/Q802,25,1886-01-01T00:00:00Z,1973-02-19T00:00:00Z,1886,1973,1,Other extension centres,January,1,1926,Q802-f89c179d-4e70-a246-c5e6-b623e16fc788
Q1110,Miss Lowenthal,Lecturer (Extension),Norwich extension centre,,Q4012,,Norwich extension centre,Q3021,P17,1946-09-01T00:00:00Z,,,,10,,1946,,,1946-09-01T00:00:00Z,1946,1940,1946-09-01T00:00:00Z,10,other,,,,,,,,1,Other extension centres,September,1,September 1946,Q1110-ada2f8a6-4347-4cb8-ca43-5d918243d35d
Q1110,Miss Lowenthal,Lecturer (Extension),Ipswich extension centre,,Q4014,,Ipswich extension centre,Q3021,P17,1947-02-01T00:00:00Z,,,,10,,1947,,,1947-02-01T00:00:00Z,1947,1940,1947-02-01T00:00:00Z,10,other,,,,,,,,1,Other extension centres,February,1,February 1947,Q1110-1e44e280-477f-4b14-c4d1-08b933f3767d
Q1110,Miss Lowenthal,Lecturer (Extension),Northampton extension centre,,Q4013,,Northampton extension centre,Q3021,P17,1947-09-01T00:00:00Z,,,,10,,1947,,,1947-09-01T00:00:00Z,1947,1940,1947-09-01T00:00:00Z,10,other,,,,,,,,1,Other extension centres,September,1,September 1947,Q1110-5f2517cb-4cd8-238e-34e6-fa440d6a6b55
Q1110,Miss Lowenthal,Lecturer (Extension),Welwyn Garden City extension centre,,Q4015,,Welwyn Garden City extension centre,Q3021,P17,1948-02-01T00:00:00Z,,,,10,,1948,,,1948-02-01T00:00:00Z,1948,1940,1948-02-01T00:00:00Z,10,other,,,,,,,,1,Other extension centres,February,1,February 1948,Q1110-c5724fa1-4e33-eef9-f932-d7a5c5bdf51f
Q1110,Miss Lowenthal,Lecturer (Extension),Sheringham extension centre,,Q4017,,Sheringham extension centre,Q3021,P17,1949-04-01T00:00:00Z,,,,10,,1949,,,1949-04-01T00:00:00Z,1949,1940,1949-04-01T00:00:00Z,10,other,,,,,,,,1,Other extension centres,April,1,April 1949,Q1110-7bc137e6-437f-b820-8640-0d79a0bb8769
Q1110,Miss Lowenthal,Lecturer (Extension),Derby extension centre,,Q4016,,Derby extension centre,Q3021,P17,1949-09-01T00:00:00Z,,,,10,,1949,,,1949-09-01T00:00:00Z,1949,1940,1949-09-01T00:00:00Z,10,other,,,,,,,,1,Other extension centres,September,1,September 1949,Q1110-1001af7f-4128-733b-c8a9-d54caa7820a7
Q1110,Miss Lowenthal,Lecturer (Extension),Cambridge extension centre,,Q4019,,Cambridge extension centre,Q3021,P17,1950-02-01T00:00:00Z,,,,10,,1950,,,1950-02-01T00:00:00Z,1950,1950,1950-02-01T00:00:00Z,10,other,,,,,,,,2,Cambridge extension centre,February,1,February 1950,Q1110-d506a68a-42cb-dd32-ff32-f290e9d8b426
Q1110,Miss Lowenthal,Lecturer (Extension),Cambridge extension centre,,Q4019,,Cambridge extension centre,Q3021,P17,1950-04-01T00:00:00Z,,,,10,,1950,,,1950-04-01T00:00:00Z,1950,1950,1950-04-01T00:00:00Z,10,other,,,,,,,,2,Cambridge extension centre,April,1,April 1950,Q1110-2ea84a47-4cb5-fd4e-ed93-975a6e3a9006
Q1110,Miss Lowenthal,Lecturer (Extension),Harpenden extension centre,,Q4018,,Harpenden extension centre,Q3021,P17,1950-09-01T00:00:00Z,,,,10,,1950,,,1950-09-01T00:00:00Z,1950,1950,1950-09-01T00:00:00Z,10,other,,,,,,,,1,Other extension centres,September,1,September 1950,Q1110-772a4fad-4504-577f-fc61-580f3619eeed
Q1101,Olwen Brogan,Lecturer (Extension),University College London Extension Centre,,Q3020,,University College London Extension Centre,Q3021,P17,1929-01-01T00:00:00Z,1930-01-01T00:00:00Z,,9,9,,1929,1930,,1929-01-01T00:00:00Z,1929,1920,1930-01-01T00:00:00Z,9,other,Olwen Brogan,https://beyond-notability.wikibase.cloud/entity/Q1101,34,1900-12-15T00:00:00Z,1989-12-18T00:00:00Z,1900,1989,15,University College London Extension Centre,January,1,1929,Q1101-663855a1-4346-2b66-e76e-f1a72a7f3bcb
Q1101,Olwen Brogan,Lecturer (Extension),Morley College,,Q2786,,Morley College,Q3021,P17,1931-01-01T00:00:00Z,1932-01-01T00:00:00Z,,9,9,,1931,1932,,1931-01-01T00:00:00Z,1931,1930,1932-01-01T00:00:00Z,9,other,Olwen Brogan,https://beyond-notability.wikibase.cloud/entity/Q1101,34,1900-12-15T00:00:00Z,1989-12-18T00:00:00Z,1900,1989,2,Morley College,January,1,1931,Q1101-f756a720-4d0b-a289-329d-6bf4032a3a43
Q1101,Olwen Brogan,Lecturer (Extension),University College London Extension Centre,,Q3020,,University College London Extension Centre,Q3021,P17,1933-01-01T00:00:00Z,1935-01-01T00:00:00Z,,9,9,,1933,1935,,1933-01-01T00:00:00Z,1933,1930,1935-01-01T00:00:00Z,9,other,Olwen Brogan,https://beyond-notability.wikibase.cloud/entity/Q1101,34,1900-12-15T00:00:00Z,1989-12-18T00:00:00Z,1900,1989,15,University College London Extension Centre,January,1,1933,Q1101-9ad17bac-4c5c-f478-87f9-30e06c3327d9
Q1101,Olwen Brogan,Lecturer (Extension),Morley College,,Q2786,,Morley College,Q3021,P17,1937-01-01T00:00:00Z,1938-01-01T00:00:00Z,,9,9,,1937,1938,,1937-01-01T00:00:00Z,1937,1930,1938-01-01T00:00:00Z,9,other,Olwen Brogan,https://beyond-notability.wikibase.cloud/entity/Q1101,34,1900-12-15T00:00:00Z,1989-12-18T00:00:00Z,1900,1989,2,Morley College,January,1,1937,Q1101-a19aaf92-45ff-cd65-1ebe-33fe198890eb
Q1029,Rachel Robertson Reid,Lecturer (Extension),University College London Extension Centre,,Q3020,,University College London Extension Centre,Q3021,P17,1909-01-01T00:00:00Z,1910-01-01T00:00:00Z,,9,9,,1909,1910,,1909-01-01T00:00:00Z,1909,1900,1910-01-01T00:00:00Z,9,other,Rachel Robertson Reid,https://beyond-notability.wikibase.cloud/entity/Q1029,45,1876-01-01T00:00:00Z,1952-05-10T00:00:00Z,1876,1952,15,University College London Extension Centre,January,1,1909,Q1029-641d6bb1-4b91-241e-f298-b2e61dae6efc
Q1029,Rachel Robertson Reid,Lecturer (Extension),University College London Extension Centre,,Q3020,,University College London Extension Centre,Q3021,P17,1911-01-01T00:00:00Z,1912-01-01T00:00:00Z,,9,9,,1911,1912,,1911-01-01T00:00:00Z,1911,1910,1912-01-01T00:00:00Z,9,other,Rachel Robertson Reid,https://beyond-notability.wikibase.cloud/entity/Q1029,45,1876-01-01T00:00:00Z,1952-05-10T00:00:00Z,1876,1952,15,University College London Extension Centre,January,1,1911,Q1029-2e4e26a1-429c-e60c-4320-d8b87a984e05
Q1029,Rachel Robertson Reid,Lecturer (Extension),University College London Extension Centre,,Q3020,,University College London Extension Centre,Q3021,P17,1912-01-01T00:00:00Z,1913-01-01T00:00:00Z,,9,9,,1912,1913,,1912-01-01T00:00:00Z,1912,1910,1913-01-01T00:00:00Z,9,other,Rachel Robertson Reid,https://beyond-notability.wikibase.cloud/entity/Q1029,45,1876-01-01T00:00:00Z,1952-05-10T00:00:00Z,1876,1952,15,University College London Extension Centre,January,1,1912,Q1029-3b9f3586-4fb3-8b74-771d-d86cb8302791
Q1029,Rachel Robertson Reid,Lecturer (Extension),University College London Extension Centre,,Q3020,,University College London Extension Centre,Q3021,P17,1913-01-01T00:00:00Z,1915-01-01T00:00:00Z,,9,9,,1913,1915,,1913-01-01T00:00:00Z,1913,1910,1915-01-01T00:00:00Z,9,other,Rachel Robertson Reid,https://beyond-notability.wikibase.cloud/entity/Q1029,45,1876-01-01T00:00:00Z,1952-05-10T00:00:00Z,1876,1952,15,University College London Extension Centre,January,1,1913,Q1029-dad7993b-4936-a7f6-70bf-2722eefe488a
Q1029,Rachel Robertson Reid,Lecturer (Extension),University College London Extension Centre,,Q3020,,University College London Extension Centre,Q3021,P17,1915-01-01T00:00:00Z,1918-01-01T00:00:00Z,,9,9,,1915,1918,,1915-01-01T00:00:00Z,1915,1910,1918-01-01T00:00:00Z,9,other,Rachel Robertson Reid,https://beyond-notability.wikibase.cloud/entity/Q1029,45,1876-01-01T00:00:00Z,1952-05-10T00:00:00Z,1876,1952,15,University College London Extension Centre,January,1,1915,Q1029-18249fe3-4610-b42f-578a-ebeaeb6d873c
Q1029,Rachel Robertson Reid,Lecturer (Extension),University College London Extension Centre,,Q3020,,University College London Extension Centre,Q3021,P17,1916-01-01T00:00:00Z,1919-01-01T00:00:00Z,,9,9,,1916,1919,,1916-01-01T00:00:00Z,1916,1910,1919-01-01T00:00:00Z,9,other,Rachel Robertson Reid,https://beyond-notability.wikibase.cloud/entity/Q1029,45,1876-01-01T00:00:00Z,1952-05-10T00:00:00Z,1876,1952,15,University College London Extension Centre,January,1,1916,Q1029-53454937-492e-b50b-fb26-94e43686195e
Q1029,Rachel Robertson Reid,Lecturer (Extension),University College London Extension Centre,,Q3020,,University College London Extension Centre,Q3021,P17,1918-01-01T00:00:00Z,1919-01-01T00:00:00Z,,9,9,,1918,1919,,1918-01-01T00:00:00Z,1918,1910,1919-01-01T00:00:00Z,9,other,Rachel Robertson Reid,https://beyond-notability.wikibase.cloud/entity/Q1029,45,1876-01-01T00:00:00Z,1952-05-10T00:00:00Z,1876,1952,15,University College London Extension Centre,January,1,1918,Q1029-99a4affd-4f99-abab-97f7-827f6165d49e
Q1043,Violet Mary Shillington,Lecturer (freelance),Women's Industrial Council,,Q2077,,Women's Industrial Council,Q701,P17,,,1910-01-01T00:00:00Z,,,9,,,1910,1910-01-01T00:00:00Z,1910,1910,1910-01-01T00:00:00Z,9,other,Violet Mary Shillington,https://beyond-notability.wikibase.cloud/entity/Q1043,40,1882-09-25T00:00:00Z,1924-03-12T00:00:00Z,1882,1924,4,Women's Industrial Council,January,1,1910,Q1043-88595cfb-44c2-0bf9-89ef-a77e3f76a394
